"subjid","cadre_id","status","selpa_final","district_final","district_size","role","job_title","gender","ethnicity","race","age","socio_disadvantaged_percentage","performance_score_avg","exp_asd","years_participation","ebp_use_primary_quality_outcome","ebp_use_secondary_quality_outcocme","ebp_use_tertiary_quality_outcome","pct_correct_avg","pct_fidelity_avg","primary_pct_cor","primary_pct_fid","ebp_res_partnership_avg","ebp_res_strategic_planning_avg","ebp_res_org_capacity_avg","ebp_res_total","use_data","ics_focus_ebp","ics_edu_support","ics_recog_ebp","ics_rewards_ebp","ics_selection_ebp","ics_selection_open","ics_exist_sup_ebp","ics_exist_use_data","ics_total","ics_total_narm"
"CAP1095",NA,"Eligible","Contra Costa SELPA","Brentwood Union Elementary",9049,"DSP","SLP/SLPA","Female","No","Other","45 - 54",0.43,NA,2,NA,2.5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,11,3,4,1,6,6,1,8,40,40
"CAP1096",NA,"Eligible","Napa County SELPA","Napa Valley Unified",16750,"DSP","Itinerant Special Education Teacher (serving multiple school sites)","Female","No","White","55 - 64",0.55,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,12,NA,18
"CAP1097",NA,"Eligible","Mission Valley SELPA","New Haven Unified",11613,"Director","SELPA Director","Female","No","White","35 - 44",0.3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1.4,2,22,0,5,6,3,3,1,12,3,0,33,33
"CAP1098",NA,"Eligible","Mendocino SELPA","Laytonville Unified",375,"DSP","Psychologist","Female","No","White","55 - 64",0.74,NA,1,NA,1.75,1.25,1.25,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10.5,NA,NA,NA,9,NA,6,NA,28.5
"CAP1099",NA,"Eligible","Madera/Mariposa SELPA","Chowchilla Union High",1113,"Director","Director of Special Education","Female","No","White","45 - 54",0.78,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2.8,3,44,0,5,4,4,3,3,6,3,4,32,32
"CAP110","CC0619","Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,3,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,9,9,8,5,9,9,9,12,70,70
"CAP1100",NA,"Eligible","Contra Costa SELPA","Brentwood Union Elementary",9049,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","35 - 44",0.43,NA,3,NA,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,9,8,5,6,3,3,5,8,47,47
"CAP1101",NA,"Eligible","Butte County SELPA","Chico Unified",12203,"DSP","SLP/SLPA","Female","No","White","55 - 64",0.59,NA,3,NA,2.75,1.75,2.5,NA,NA,NA,NA,NA,NA,NA,NA,1,7,5,5,1,8,7,6,6,45,45
"CAP1102",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1103",NA,"Eligible","Butte County SELPA","Chico Unified",12203,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","35 - 44",0.59,NA,2,NA,2.25,2.75,2.5,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,4,6,0,0,13,13
"CAP1104",NA,"Eligible","Contra Costa SELPA","Brentwood Union Elementary",9049,"DSP","OT/OTA","Female","No","White","35 - 44",0.43,NA,3,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,12,8,9,1,9,9,12,NA,NA,60
"CAP1105",NA,"Eligible","Contra Costa SELPA","Brentwood Union Elementary",9049,"DSP","SLP/SLPA","Female","No","White","35 - 44",0.43,NA,3,NA,1.25,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,11,7,3,2,7,3,1,3,37,37
"CAP1106",NA,"Eligible","Placer SELPA","Eureka Union",3383,"DSP","General Education Teacher",NA,NA,NA,NA,0.34,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1107",NA,"Eligible","Contra Costa SELPA","Brentwood Union Elementary",9049,"Specialist","Program Specialist","Female","No","White","45 - 54",0.43,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,0,9,3,5,0,0,6,0,3,26,26
"CAP1108",NA,"Eligible","East County San Diego SELPA","La Mesa-Spring Valley",12326,"DSP","General Education Teacher","Female","No","Asian","35 - 44",0.58,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,NA,NA,NA,NA,6
"CAP1109",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1110",NA,"Eligible","Butte County SELPA","Chico Unified",12203,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","45 - 54",0.59,NA,1,NA,0.75,0.75,1.25,NA,NA,NA,NA,NA,NA,NA,NA,1,7,3,9,6,6,8,1,0,40,40
"CAP1111",NA,"Eligible","Sonoma County SELPA","West Sonoma County Union High",1885,"Director","Director of Special Education","Female","No","White","55 - 64",0.51,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,7,7,0,12,6,1,0,35,35
"CAP1112",NA,"Eligible","Butte County SELPA","Chico Unified",12203,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","35 - 44",0.59,NA,2,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1113",NA,"Eligible","Santa Barbara SELPA",NA,NA,"Administrator","Coordinator","Female","No","White","55 - 64",0.68,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.33,4.4,35.66,0,9,9,5,0,4,12,1,5,45,45
"CAP1114",NA,"Eligible","Contra Costa SELPA","Brentwood Union Elementary",9049,"DSP","SLP/SLPA","Female","No","White","25 - 34",0.43,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,11,NA,NA,NA,NA,6,NA,NA,27
"CAP1115",NA,"Eligible","Los Angeles Unified SELPA","Los Angeles Unified",467007,"DSP","Itinerant Special Education Teacher (serving multiple school sites)","Female","Yes","Other","35 - 44",0.86,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,0,8,12,12,5,6,12,5,8,68,68
"CAP1116",NA,"Eligible","San Diego North Coastal SELPA","Del Mar Union Elementary",4453,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","35 - 44",0.43,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,8,3,3,1,3,3,3,6,30,30
"CAP1117",NA,"Eligible",NA,NA,NA,"Director","Director of Special Education","Female","No","Asian","55 - 64",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3.2,1.2,3.8,41,0,4,5,3,1,6,6,3,5,33,33
"CAP1118",NA,"Eligible","Solano County SELPA","Dixon Unified",3243,"Director","Director of Special Education","Female","No","White","55 - 64",0.49,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,0,5,3,3,4,6,6,1,5,33,33
"CAP1119",NA,"Eligible","Stanislaus County SELPA","Salida Union Elementary",2400,"Administrator","Specialist","Male","Yes","White","45 - 54",0.7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,0,12,12,12,12,9,12,12,16,97,97
"CAP1120",NA,"Eligible","El Dorado County SELPA","Mother Lode Union Elementary",1064,"Director","Director of Special Education","Female","No","White","25 - 34",0.29,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,0,5,5,6,2,0,3,3,3,27,27
"CAP1121",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1122",NA,"Eligible","Butte County SELPA","Chico Unified",12203,"DSP","Psychologist",NA,NA,NA,NA,0.59,NA,1,NA,2.5,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1123",NA,"Eligible","Contra Costa SELPA","Brentwood Union Elementary",9049,"Specialist","Behavior Specialist","Female","No","White","35 - 44",0.43,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,0,3,4,2,0,4,7,3,3,26,26
"CAP1124",NA,"Eligible","San Diego City Unified SELPA","San Diego Unified",104801,"DSP","Special Education Teacher (serving on a single school site)","Male","Decline to answer","Decline to answer","25 - 34",0.59,NA,3,NA,3,3.25,1.75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,0
"CAP1125",NA,"Eligible","Sonoma County SELPA","Santa Rosa High",NA,"Director","Director of Special Education","Female","No","White","45 - 54",0.51,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4,5.6,4.6,71,0,6,5,5,8,9,12,6,8,59,59
"CAP1126",NA,"Eligible","San Diego North Coastal SELPA","Del Mar Union Elementary",4453,"DSP","Psychologist",NA,NA,NA,NA,0.43,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1127",NA,"Eligible","Sonoma County SELPA","Santa Rosa High",NA,"Administrator","Specialist",NA,NA,NA,NA,0.51,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1128",NA,"Eligible","Monterey County SELPA","Monterey Peninsula Unified",9649,"Director","Director of Special Education","Female","Yes","White","35 - 44",0.76,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,0,7,8,12,6,10,12,8,12,75,75
"CAP1129",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP113","CC0668","Eligible","Riverside County SELPA","Beaumont Unified",10000,"Administrator","Specialist",NA,NA,NA,NA,0.74,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1130",NA,"Eligible","North Santa Cruz County SELPA","Soquel Union Elementary",1964,"Director","Director of Special Education","Female","No","White","55 - 64",0.34,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,0,8,5,6,3,7,10,6,12,57,57
"CAP1131",NA,"Eligible","Los Angeles Unified SELPA","Los Angeles Unified",467007,"DSP","Itinerant Special Education Teacher (serving multiple school sites)","Female","No","White","45 - 54",0.86,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,0,5,4,4,4,6,7,5,8,43,43
"CAP1132",NA,"Eligible","San Diego North Coastal SELPA","San Marcos Unified",20912,"Specialist","Behavior Specialist","Female","No","White","25 - 34",0.43,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,9,9,9,4,7,6,6,9,59,59
"CAP1133",NA,"Eligible","Sacramento County SELPA","Center Joint Unified",4332,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","45 - 54",0.67,NA,2,NA,2,2,2,0.92,0.73,100,68.42,NA,NA,NA,NA,1,6,4,3,0,NA,NA,NA,NA,NA,13
"CAP1134",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1135",NA,"Eligible","Yolo County SELPA","Woodland Joint Unified",9770,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","55 - 64",0.55,NA,2,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0
"CAP1136",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1137",NA,"Eligible","Kern County Consortium SELPA","Kernville Union Elementary",899,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","45 - 54",0.74,NA,3,NA,3.75,3.5,3.75,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,0,0,0,5,0,0,9,9
"CAP1138",NA,"Eligible","San Benito County SELPA","San Benito High",3066,"DSP","Special Education Teacher (serving on a single school site)","Female","Yes","Decline to answer","25 - 34",0.6,NA,3,NA,2.25,3,2.5,0.46,0.88,66.67,72.73,NA,NA,NA,NA,1,5,9,9,1,5,4,6,4,43,43
"CAP1139",NA,"Eligible","Solano County SELPA","Benicia Unified",4787,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","55 - 64",0.49,NA,3,NA,3.25,1.25,4,NA,NA,NA,NA,NA,NA,NA,NA,1,10,3,0,0,0,0,0,0,13,13
"CAP114","CC0292","Eligible","Santa Clara County SELPA I","Los Altos Elementary",6637,"Administrator","Specialist","Female","No","Asian","35 - 44",0.19,49.88,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,0,9,9,9,4,9,9,4,7,60,60
"CAP1140",NA,"Eligible","Ventura SELPA","Oxnard",16599,"Director","Director of Special Education","Female","Yes","White","55 - 64",0.52,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,60,0,9,9,9,9,6,8,9,12,71,71
"CAP1141",NA,"Eligible","Ventura SELPA","Moorpark Unified",6285,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.52,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1142",NA,"Eligible","San Benito County SELPA","San Benito High",3066,"Specialist","Behavior Specialist","Female","No","White","25 - 34",0.6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,0,10,7,10,4,3,8,5,13,60,60
"CAP1143",NA,"Eligible","Sacramento County SELPA","Center Joint Unified",4332,"DSP","Special Education Teacher (serving on a single school site)","Female","No","Decline to answer","35 - 44",0.67,NA,3,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1144",NA,"Eligible","Nevada County SELPA","Nevada Joint Union High",2607,"Director","Director of Special Education",NA,NA,NA,NA,0.48,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1145",NA,"Eligible","San Diego North Inland SELPA","San Pasqual Union Elementary",587,"Administrator","Specialist","Female","Decline to answer","Decline to answer","45 - 54",0.68,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,7,5,8,3,9,12,7,9,60,60
"CAP1146",NA,"Eligible","San Diego North Coastal SELPA","San Marcos Unified",20912,"Administrator","Specialist","Female","No","White","35 - 44",0.43,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,0,7,8,8,1,9,9,9,5,56,56
"CAP1147",NA,"Eligible","Santa Barbara SELPA","Goleta Union Elementary",3541,"Director","Director of Special Education",NA,NA,NA,NA,0.68,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1148",NA,"Eligible","Anaheim City SELPA","Anaheim Elementary",17671,"DSP","Special Education Teacher (serving on a single school site)","Female","Yes","Decline to answer","25 - 34",0.87,NA,3,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,4,6,3,4,4,4,5,36,36
"CAP1149",NA,"Eligible","Contra Costa SELPA","Brentwood Union Elementary",9049,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","25 - 34",0.43,NA,2,NA,1.5,1.5,1.75,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,7,0,5,9,4,1,34,34
"CAP1150",NA,"Eligible","Ventura SELPA","Simi Valley Unified",16801,"DSP","Special Education Teacher (serving on a single school site)","Female","No","American Indian or Alaskan Native","35 - 44",0.52,NA,2,NA,3,3,2.25,NA,NA,NA,NA,NA,NA,NA,NA,1,8,11,5,2,6,3,2,6,43,43
"CAP1151",NA,"Eligible","San Diego North Coastal SELPA","San Marcos Unified",20912,"Administrator","Specialist","Female","No","White","45 - 54",0.43,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,0,9,8,6,4,6,6,8,7,54,54
"CAP1152",NA,"Eligible","ABC Unified SELPA","ABC Unified",20550,"Administrator","Principal","Male","No","White","45 - 54",0.52,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3.8,4.8,53,0,10,10.5,9,5,9,9,8,8,68.5,68.5
"CAP1153",NA,"Eligible","Riverside County SELPA",NA,NA,"Director","Director of Special Education","Female","No","White","55 - 64",0.74,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4.8,5.8,6.2,84,0,12,12,9,0,7,12,12,16,80,80
"CAP1154",NA,"Eligible","Contra Costa SELPA","Pittsburg Unified",11537,"Director","Director of Special Education","Female","No","White","55 - 64",0.43,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,NA,NA,NA,NA,12,12,10,8,NA,42
"CAP1155",NA,"Eligible","Yolo County SELPA","Davis Joint Unified",8035,"DSP","Special Education Teacher (serving on a single school site)","Female","No","Asian","45 - 54",0.55,NA,3,NA,3.5,3.75,3,NA,NA,NA,NA,NA,NA,NA,NA,1,6,3,2,0,7,6,4,8,36,36
"CAP1156",NA,"Eligible","Sonoma County SELPA","Santa Rosa Elementary",14973,"Administrator","Coordinator","Female","No","White","45 - 54",0.51,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1,2.2,23,0,4,4,5,1,6,9,2,0,31,31
"CAP1157",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1158",NA,"Eligible","Yolo County SELPA","Davis Joint Unified",8035,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","25 - 34",0.55,NA,3,NA,3.25,3.25,3.25,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,6,1,9,6,4,2,33,33
"CAP1159",NA,"Eligible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP116","CC0210","Eligible","Plumas County SELPA","Plumas Unified",1836,"Specialist","TOSA","Female","No","White","45 - 54",0.57,29.75,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,0,4,3,2,1,3,6,2,4,25,25
"CAP1160",NA,"Eligible","Yolo County SELPA","Davis Joint Unified",8035,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.55,NA,2,NA,2.75,2.75,2.75,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1161",NA,"Eligible","Santa Barbara SELPA","Goleta Union Elementary",3541,"DSP","Paraprofessional","Female","No","White","25 - 34",0.68,NA,3,NA,3,3.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,3,0,4,0,0,0,12,12
"CAP1162",NA,"Eligible","Santa Clara County SELPA II","Sunnyvale",6575,"Specialist","Behavior Specialist","Female","Decline to answer","Decline to answer","35 - 44",0.15,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,NA,0,7,2,6,2,4,3,4,9,37,37
"CAP1164",NA,"Eligible","Ventura SELPA","Ventura Unified",16813,"DSP","SLP/SLPA","Female","No","White","55 - 64",0.52,NA,3,NA,2.25,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1,9,8,3,4,7,6,6,4,47,47
"CAP1165",NA,"Eligible","Yolo County SELPA","Davis Joint Unified",8035,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","25 - 34",0.55,NA,3,NA,2.75,2.75,3.75,0.83,0.7,50,68.75,NA,NA,NA,NA,1,6,3,1,3,4,6,1,1,25,25
"CAP1166",NA,"Eligible","Modesto City Schools SELPA","Modesto City High",31,"Specialist","Behavior Specialist","Male","No","White","35 - 44",0.78,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,0,12,7,7,1,5,6,6,9,53,53
"CAP1167",NA,"Eligible","Antelope Valley SELPA","Lancaster Elementary",14050,"Director","Director of Special Education","Female","Yes","Decline to answer","45 - 54",0.78,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1.2,1.2,17,0,1,1,3,2,1,3,1,0,12,12
"CAP1168",NA,"Eligible","Yuba County SELPA","Yuba County Office of Education",NA,"Administrator","Principal","Female","No","White","45 - 54",0.67,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,0,12,12,11,4,8,12,10,8,77,77
"CAP1169",NA,"Eligible","Tustin Unified SELPA","Tustin Unified",24015,"Specialist","Program Specialist","Female","No","White","35 - 44",0.42,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,0,7,8,12,4,12,12,7,4,66,66
"CAP1170",NA,"Eligible","ABC Unified SELPA","ABC Unified",20550,"DSP","Paraprofessional","Female","Yes","White","25 - 34",0.52,NA,3,NA,3.5,3.75,4,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7,6,6,4,12,10,14,64,64
"CAP1171",NA,"Eligible","ABC Unified SELPA","ABC Unified",20550,"DSP","OT/OTA","Female","Yes","Other","18 - 24",0.52,NA,3,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,11,12,12,0,12,12,11,16,86,86
"CAP1172",NA,"Eligible","Kern High SELPA","Kern High",39081,"Specialist","Program Specialist","Female","No","White","35 - 44",0.71,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,10,11,6,4,10,12,9,8,70,70
"CAP1173",NA,"Eligible","Kern High SELPA",NA,NA,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.71,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1174",NA,"Eligible","San Luis Obispo SELPA","Templeton Unified",2370,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","55 - 64",0.43,NA,3,NA,2,1.25,3,0.75,0.96,50,93.75,NA,NA,NA,NA,1,4,8,6,1,10,9,7,9,54,54
"CAP1175",NA,"Eligible","Kern County Consortium SELPA","Kernville Union Elementary",899,"DSP","Special Education Teacher (serving on a single school site)","Male","No","White","45 - 54",0.74,NA,2,NA,1.5,1.25,1.5,0.46,0.27,33.33,0,NA,NA,NA,NA,1,4,4,5,7,7,6,5,5,43,43
"CAP1176",NA,"Eligible","Elk Grove USD SELPA","Elk Grove Unified",62599,"Specialist","Behavior Specialist","Female","No","Black, African American","35 - 44",0.55,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,4.5,3,0,7,6,6,8,40.5,40.5
"CAP1177",NA,"Eligible","Monterey County SELPA","Pacific Grove Unified",2091,"DSP","Special Education Teacher (serving on a single school site)","Female","Decline to answer","Other","45 - 54",0.76,NA,3,NA,2.25,3.25,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,5,4,6,8,1,2,33,33
"CAP1178",NA,"Eligible","Ventura SELPA","Conejo Valley Unified",18733,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.52,NA,1,NA,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1,9,9,6,0,NA,NA,NA,NA,NA,24
"CAP1179",NA,"Eligible","San Luis Obispo SELPA","San Luis Coastal Unified",7595,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.43,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1180",NA,"Eligible","Santa Clarita Valley SELPA","Saugus Union",9960,"Administrator","Coordinator","Female","No","White","55 - 64",0.34,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,2.8,3.6,52,0,6,8,7,1,6,9,5,8,50,50
"CAP1181",NA,"Eligible","San Luis Obispo SELPA","San Luis Coastal Unified",7595,"DSP","Special Education Teacher (serving on a single school site)","Female","No","White","55 - 64",0.43,NA,3,NA,1.5,2,1.25,NA,NA,NA,NA,NA,NA,NA,NA,1,6,8,9,3,9,9,6,5,55,55
"CAP1182",NA,"Eligible","Butte County SELPA","Biggs Unified",629,"Administrator","Principal","Female","No","White","45 - 54",0.59,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,15,0,0,1,5,0,0,6,0,3,15,15
"CAP1183",NA,"Eligible","Napa County SELPA","Napa Valley Unified",16750,"DSP","Special Education Teacher (serving on a single school site)","Male","No","Decline to answer","65 - 74",0.55,NA,2,NA,2.5,2.5,3,0.59,0.8,60,75,NA,NA,NA,NA,1,12,10,10,8,11,9,8,10,78,78
"CAP1184",NA,"Eligible","Butte County SELPA","Biggs Unified",629,"DSP","Paraprofessional","Female","Decline to answer","Decline to answer","Decline to answer",0.59,NA,3,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0
"CAP1185",NA,"Eligible","Ventura SELPA","Ventura Unified",16813,"DSP","Special Education Teacher (serving on a single school site)",NA,NA,NA,NA,0.52,NA,3,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAP1186",NA,"Eligible","Yolo County SELPA","Davis Joint Unified",8035,"DSP","Itinerant Special Education Teacher (serving multiple school sites)","Female","Yes","White","25 - 34",0.55,NA,2,NA,2.75,2.75,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,4,6,3,5,9,0,2,36,36
"CAP1187",NA,"Eligible","Los Angeles Unified SELPA","Los Angeles Unified",467007,"Specialist","TOSA","Female","Yes","White","35 - 44",0.86,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,9,9,9,3,6,6,8,12,62,62
"CAP1188",NA,"Eligible","San Luis Obispo SELPA","Templeton Unified",2370,"Specialist","Program Specialist","Female","No","White","35 - 44",0.43,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,8,7,3,1,3,12,10,12,56,56
"CAP1190",NA,"Eligible","Fresno County SELPA","Firebaugh-Las Deltas Unified",2260,"Director","Director of Special Education","Female","Yes","White","25 - 34",0.81,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1.2,1,16,0,0,0,0,0,0,12,0,0,12,12
"CAP1191",NA,"Eligible","Los Angeles Unified SELPA","Los Angeles Unified",467007,"DSP","Itinerant Special Education Teacher (serving multiple school sites)","Female","No","White","25 - 34",0.86,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,0,4,6,5,2,4,6,6,6,39,39
